"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"144","전라남도 광양시 진상면 황죽리","일반","5**","구황1길","보전관리","제1종근린생활","8m미만","128.05","1133.00","35,000","","개인","개인","202408","30","","2024","-","직거래","-"
"145","울산광역시 남구 선암동","집합","680-1","두왕로190번길","제2종일반주거","제2종근린생활","25m이상","106.00"," ","6,500","","개인","개인","202408","30","","1989","-","중개거래","울산 남구"
"146","강원특별자치도 동해시 이로동","일반","1**","효자로","자연녹지","제1종근린생활","25m미만","19.44","43.13","1,800","","개인","개인","202408","30","","1969","-","직거래","-"
"147","울산광역시 남구 삼산동","일반","2**","삼산로395번길","일반상업","숙박","25m미만","4902.53","404.00","963,000","","법인","법인","202408","30","","2013","-","직거래","-"
"148","서울특별시 강서구 등촌동","집합","700","공항대로41길","준주거","제1종근린생활","25m미만","46.00"," ","17,000","20","개인","개인","202408","30","","1997","-","직거래","-"
"149","울산광역시 중구 서동","집합","639","동천1길","준주거","제1종근린생활","25m미만","91.20"," ","24,592","","개인","법인","202408","30","","2018","-","직거래","-"
"150","전북특별자치도 군산시 비응도동","집합","61-5","비응남로","일반상업","제1종근린생활","25m미만","10.50"," ","5,000","1","개인","개인","202408","30","","2010","-","직거래","-"
"151","부산광역시 강서구 명지동","집합","3595-3","명지국제2로","중심상업","업무","25m이상","130.09"," ","44,417","16","개인","법인","202408","30","","2020","-","중개거래","부산 강서구"
"152","강원특별자치도 강릉시 주문진읍 주문리","일반","1***","용소원길","제2종일반주거","제2종근린생활","8m미만","81.63","843.00","69,000","","법인","개인","202408","30","","2002","-","직거래","-"
"153","제주특별자치도 제주시 오등동","집합","10-18","선돌목동길","자연녹지","숙박","25m미만","138.15"," ","64,000","1","법인","법인","202408","30","","2017","-","중개거래","제주 제주시"
"154","경기도 김포시 마산동","집합","626-12","김포한강7로22번길","준주거","제1종근린생활","25m미만","100.00"," ","33,505","4","법인","개인","202408","30","","2018","-","직거래","-"
"155","강원특별자치도 삼척시 갈천동","집합","225","수로부인길","자연녹지","숙박","12m미만","59.48"," ","1,500","3","개인","법인","202408","30","지분","2016","-","직거래","-"
"156","부산광역시 수영구 민락동","일반","1**","광안해변로279번길","준주거","숙박","8m미만","851.40","249.00","300,000","","법인","개인","202408","30","","","-","중개거래","부산 연제구"
"157","부산광역시 수영구 광안동","일반","1***","망미번영로38번길","준주거","제2종근린생활","12m미만","457.58","189.10","218,000","","법인","개인","202408","30","","1994","-","중개거래","부산 수영구"
"158","충청북도 청주시 청원구 오창읍 신평리","일반","4**","신평중신1길","계획관리","제2종근린생활","8m미만","448.80","1730.00","112,966","","개인","개인","202408","30","","2021","-","직거래","-"
"159","경상북도 포항시 북구 장성동","집합","976-2","새천년대로","제3종일반주거","제1종근린생활","25m이상","120.90"," ","10,200","4","개인","개인","202408","30","","","-","직거래","-"
"160","울산광역시 중구 서동","집합","639","동천1길","준주거","제2종근린생활","25m미만","91.20"," ","29,510","2","법인","법인","202408","30","","2018","-","직거래","-"
"161","경기도 수원시 팔달구 매산로1가","집합","16","향교로1번길","일반상업","숙박","12m미만","20.23"," ","7,000","3","개인","개인","202408","30","","2019","-","중개거래","경기 수원시 팔달구"
"162","제주특별자치도 제주시 조천읍 신촌리","일반","2***","신촌남1길","계획관리","제2종근린생활","8m미만","84.00","400.00","18,000","","개인","개인","202408","30","","2017","-","직거래","-"
"163","울산광역시 중구 서동","집합","639","동천1길","준주거","제2종근린생활","25m미만","91.20"," ","29,510","2","법인","법인","202408","30","","2018","-","직거래","-"
"164","서울특별시 동작구 사당동","일반","1***","동작대로","제3종일반주거","업무","25m이상","21471.19","2560.60","10,450,000","","법인","기타","202408","30","","1993","-","직거래","-"
"165","서울특별시 강서구 방화동","집합","829-4","금낭화로","준주거","제2종근린생활","25m미만","60.46"," ","55,000","1","개인","개인","202408","30","","1997","-","직거래","-"
"166","서울특별시 강남구 삼성동","일반","6*","삼성로122길","제1종전용주거","기타","8m미만","490.14","559.70","1,300,000","","개인","개인","202408","30","","","20250113","중개거래","서울 강남구"
"167","울산광역시 중구 서동","집합","639","동천1길","준주거","제2종근린생활","25m미만","94.62"," ","31,888","2","법인","법인","202408","30","","2018","-","직거래","-"
"168","세종특별자치시  나성동","집합","714","한누리대로","중심상업","판매","25m이상","49.00"," ","60,000","1","기타","기타","202408","30","","2014","-","직거래","-"
"169","경기도 수원시 영통구 이의동","집합","1248","대학로","일반상업","기타","25m미만","140.12"," ","52,501","9","개인","법인","202408","30","","2015","-","직거래","-"
"170","서울특별시 중구 신당동","집합","198-3","마장로","일반상업","판매","25m미만","3.96"," ","19,000","","개인","개인","202408","30","","1999","-","직거래","-"
"171","울산광역시 중구 서동","집합","639","동천1길","준주거","제2종근린생활","25m미만","184.97"," ","48,207","2","법인","법인","202408","30","","2018","-","직거래","-"
"172","울산광역시 중구 서동","집합","639","동천1길","준주거","제2종근린생활","25m미만","184.97"," ","48,207","2","법인","법인","202408","30","","2018","-","직거래","-"
"173","경기도 수원시 장안구 정자동","집합","950","대평로","일반상업","제1종근린생활","25m이상","86.30"," ","92,500","2","개인","개인","202408","30","","2021","-","중개거래","경기 수원시 장안구"
"174","경상남도 거창군 거창읍 대동리","집합","933","강변로","일반상업","기타","25m이상","257.01"," ","16,000","","개인","개인","202408","30","지분","2003","-","직거래","-"
"175","울산광역시 중구 서동","집합","639","동천1길","준주거","제2종근린생활","25m미만","91.20"," ","28,691","2","법인","법인","202408","30","","2018","-","직거래","-"
"176","서울특별시 강서구 방화동","일반","6**","초원로","제2종일반주거","제2종근린생활","25m미만","611.76","268.00","250,000","","개인","개인","202408","30","","1993","-","중개거래","서울 강남구"
"177","서울특별시 강서구 내발산동","집합","689-1","강서로45길","제2종일반주거","제2종근린생활","25m미만","40.49"," ","45,600","1","개인","개인","202408","30","","2009","-","직거래","-"
"178","울산광역시 중구 서동","집합","639","동천1길","준주거","제2종근린생활","25m미만","91.20"," ","28,691","2","법인","법인","202408","30","","2018","-","직거래","-"
"179","대구광역시 중구 대신동","집합","115-30","큰장로26길","중심상업","판매","25m이상","6.15"," ","48,500","","개인","개인","202408","30","","1979","-","중개거래","대구 중구"
"180","서울특별시 마포구 마포동","집합","136-1","마포대로","준주거","업무","25m이상","41.66"," ","31,500","","개인","개인","202408","30","","1987","-","중개거래","서울 마포구"
"181","경기도 용인시 처인구 포곡읍 신원리","일반","2**","곡현로315번길","자연녹지","제2종근린생활","8m미만","436.50","1111.00","157,860","","개인","개인","202408","30","","2005","-","중개거래","경기 용인시 처인구"
"182","경기도 용인시 처인구 포곡읍 신원리","일반","2**","","자연녹지","제2종근린생활","8m미만","199.92","582.00","65,800","","개인","개인","202408","30","","1992","-","중개거래","경기 용인시 처인구"
"183","경기도 용인시 처인구 포곡읍 신원리","일반","2**","곡현로315번길","자연녹지","제2종근린생활","8m미만","436.50","1111.00","157,860","","개인","개인","202408","30","","2005","20241017","중개거래","경기 용인시 처인구"
"184","경기도 용인시 처인구 포곡읍 신원리","일반","2**","곡현로315번길","자연녹지","제2종근린생활","8m미만","488.00","686.00","120,794","","법인","개인","202408","30","","2008","-","중개거래","경기 용인시 처인구"
"185","경기도 김포시 대곶면 송마리","일반","5*","율생중앙로","계획관리","제2종근린생활","12m미만","830.05","1411.00","164,450","","개인","법인","202408","30","","2020","-","중개거래","경기 김포시, 서울 강서구"
"186","부산광역시 기장군 기장읍 시랑리","집합","704","기장해안로","제3종일반주거","숙박","25m미만","211.68"," ","21,300","","법인","법인","202408","30","지분","2017","-","직거래","-"
"187","부산광역시 기장군 기장읍 시랑리","집합","704","기장해안로","제3종일반주거","숙박","25m미만","93.55"," ","6,000","","개인","개인","202408","30","지분","2017","-","직거래","-"
"188","경기도 용인시 처인구 이동읍 천리","집합","1119","백옥대로621번길","제2종일반주거","제1종근린생활","12m미만","48.60"," ","15,000","1","개인","개인","202408","30","","2005","-","중개거래","경기 용인시 처인구"
"189","경상남도 창녕군 이방면 거남리","일반","4**","옥야길","계획관리","제2종근린생활","8m미만","79.34","148.00","13,300","","개인","개인","202408","30","","1992","-","직거래","-"
"190","대구광역시 북구 연경동","일반","4**","태봉길","개발제한구역","제2종근린생활","8m미만","298.70","330.00","108,227","","개인","법인","202408","30","","2020","-","중개거래","대구 북구"
"191","경상남도 양산시 원동면 선리","일반","1**","배내로","생산관리","제2종근린생활","12m미만","183.42","512.00","28,000","","개인","개인","202408","30","","1996","-","직거래","-"
"192","울산광역시 중구 서동","집합","639","동천1길","준주거","제2종근린생활","25m미만","94.62"," ","30,612","2","법인","법인","202408","30","","2018","-","직거래","-"
"193","경기도 김포시 마산동","집합","626-12","김포한강7로22번길","준주거","제1종근린생활","25m미만","120.88"," ","40,496","4","법인","개인","202408","30","","2018","-","직거래","-"
"194","제주특별자치도 제주시 도남동","집합","923-13","신성로","제2종일반주거","제1종근린생활","25m미만","14.18"," ","340","","법인","개인","202408","30","","1991","20240903","직거래","-"
"195","제주특별자치도 제주시 도남동","집합","923-13","신성로","제2종일반주거","제1종근린생활","25m미만","14.18"," ","340","","법인","개인","202408","30","","1991","20240903","직거래","-"
"196","제주특별자치도 제주시 도남동","집합","923-13","신성로","제2종일반주거","제1종근린생활","25m미만","14.24"," ","340","","법인","개인","202408","30","","1991","20240903","직거래","-"
"197","충청남도 홍성군 홍북읍 신경리","집합","549","청사로174번길","중심상업","기타","25m이상","174.76"," ","19,700","4","개인","법인","202408","30","","2016","-","직거래","-"
"198","충청남도 홍성군 홍북읍 신경리","집합","585","의향로","중심상업","제1종근린생활","25m이상","57.93"," ","14,900","40","개인","법인","202408","30","","2015","-","직거래","-"
"199","부산광역시 기장군 장안읍 길천리","일반","2**","길천2길","제2종일반주거","제2종근린생활","8m미만","131.83","331.00","69,000","","법인","개인","202408","30","","","-","중개거래","부산 기장군"
"200","경기도 용인시 기흥구 중동","집합","848-3","동백중앙로","일반상업","제1종근린생활","25m이상","72.20"," ","15,500","3","기타","개인","202408","30","","2007","-","중개거래","경기 용인시 기흥구"
