"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"176","서울특별시 광진구 중곡동","1**","8m미만","52.30","전세","202408","31","17,000","0","2001","용마산로5길","-","-","-","","","단독다가구"
"177","서울특별시 성북구 성북동","5*","8m미만","64.93","월세","202408","31","20,000","40","1997","성북로16길","202410~202610","신규","-","","","단독다가구"
"178","서울특별시 용산구 청파동1가","1**","8m미만","47.00","월세","202408","31","1,000","55","1995","청파로57길","202409~202609","신규","-","","","단독다가구"
"179","서울특별시 광진구 중곡동","2**","8m미만","39.60","월세","202408","31","10,000","55","2011","동일로80길","202410~202610","신규","-","","","단독다가구"
"180","서울특별시 광진구 중곡동","1**","8m미만","53.00","월세","202408","31","2,000","70","2012","영화사로9나길","202410~202610","신규","-","","","단독다가구"
"181","서울특별시 용산구 청파동3가","1**","8m미만","35.00","월세","202408","31","1,000","50","","효창원로72길","202410~202610","갱신","사용","1,000","47","단독다가구"
"182","서울특별시 용산구 청파동3가","1**","8m미만","35.00","월세","202408","31","5,000","24","1998","효창원로72길","202409~202609","갱신","-","0","22","단독다가구"
"183","서울특별시 동대문구 이문동","3**","8m미만","18.00","월세","202408","31","500","70","2016","이문로9가길","202408~202502","신규","-","","","단독다가구"
"184","서울특별시 성동구 성수동2가","3**","8m미만","27.44","월세","202408","31","1,000","60","2002","뚝섬로","202409~202509","신규","-","","","단독다가구"
"185","충청남도 천안시 동남구 신방동","1***","12m미만","25.00","월세","202408","31","300","33","","통정8로","202409~202509","신규","-","","","단독다가구"
"186","경상북도 포항시 남구 오천읍 문덕리","1**","12m미만","50.00","월세","202408","31","500","30","2007","철강로723번길","202408~202508","신규","-","","","단독다가구"
"187","경기도 수원시 권선구 권선동","9**","12m미만","40.00","월세","202408","31","1,000","65","2006","권선로639번길","202409~202609","신규","-","","","단독다가구"
"188","경기도 수원시 권선구 구운동","5**","12m미만","34.92","월세","202408","31","500","43","1988","구운로45번길","202409~202609","신규","-","","","단독다가구"
"189","서울특별시 성북구 석관동","3**","8m미만","32.79","월세","202408","31","300","45","1991","화랑로22길","202409~202608","신규","-","","","단독다가구"
"190","서울특별시 성북구 석관동","3**","8m미만","31.08","월세","202408","31","1,000","43","1992","돌곶이로9길","202409~202609","신규","-","","","단독다가구"
"191","경기도 성남시 분당구 야탑동","2**","25m미만","45.00","월세","202408","31","1,000","58","1996","매화로48번길","202408~202608","신규","-","","","단독다가구"
"192","경기도 성남시 분당구 야탑동","2**","8m미만","25.00","월세","202408","31","3,000","50","1993","장미로122번길","202409~202609","신규","-","","","단독다가구"
"193","서울특별시 성북구 성북동","5*","8m미만","64.93","월세","202408","31","20,000","40","1997","성북로16길","202410~202610","신규","-","","","단독다가구"
"194","서울특별시 광진구 중곡동","1**","8m미만","84.12","월세","202408","31","20,000","10","1994","영화사로9가길","202408~202608","신규","-","","","단독다가구"
"195","서울특별시 광진구 중곡동","1**","8m미만","57.00","월세","202408","31","5,000","65","1997","영화사로9가길","202409~202609","신규","-","","","단독다가구"
"196","서울특별시 동대문구 이문동","3**","8m미만","20.00","월세","202408","31","500","50","1973","회기로25가길","202409~202602","신규","-","","","단독다가구"
"197","서울특별시 광진구 중곡동","7*","8m미만","45.00","월세","202408","31","6,500","25","1997","긴고랑로46가길","202410~202610","신규","-","","","단독다가구"
"198","경기도 성남시 수정구 태평동","5***","8m미만","41.60","월세","202408","31","300","50","1986","남문로11번길","202411~202611","신규","-","","","단독다가구"
"199","서울특별시 은평구 역촌동","6*","8m미만","46.50","전세","202408","31","12,600","0","","연서로3나길","202409~202609","갱신","사용","12,000","0","단독다가구"
"200","경기도 성남시 수정구 태평동","6***","8m미만","36.83","전세","202408","31","10,000","0","1991","모란로138번길","202409~202609","신규","-","","","단독다가구"
"201","경기도 성남시 수정구 태평동","4***","8m미만","32.34","월세","202408","31","500","42","1989","남문로47번길","202408~202608","신규","-","","","단독다가구"
"202","경기도 성남시 수정구 태평동","4***","8m미만","31.27","월세","202408","31","500","40","1996","태평로22번길","202408~202508","신규","-","","","단독다가구"
"203","서울특별시 광진구 중곡동","1**","12m미만","52.00","전세","202408","31","20,000","0","1991","긴고랑로14길","202410~202610","신규","-","","","단독다가구"
"204","경기도 성남시 수정구 태평동","5***","8m미만","32.61","전세","202408","31","8,000","0","1986","남문로15번길","202410~202610","신규","-","","","단독다가구"
"205","경기도 성남시 수정구 태평동","6***","12m미만","60.37","월세","202408","31","10,000","80","1990","모란로","202411~202611","신규","-","","","단독다가구"
"206","경기도 성남시 수정구 태평동","3***","8m미만","21.00","월세","202408","31","300","35","","남문로62번길","202409~202609","신규","-","","","단독다가구"
"207","경기도 성남시 수정구 태평동","3***","8m미만","56.63","월세","202408","31","2,000","70","1998","제일로196번길","202408~202608","갱신","-","2,000","50","단독다가구"
"208","경기도 성남시 수정구 태평동","3***","25m미만","50.00","전세","202408","31","17,000","0","2012","남문로","202410~202610","신규","-","","","단독다가구"
"209","경상남도 창원시 진해구 용원동","1***","12m미만","40.00","월세","202408","31","100","40","2011","용재로59번길","202408~202508","신규","-","","","단독다가구"
"210","서울특별시 광진구 중곡동","1**","8m미만","52.30","전세","202408","31","17,000","0","2001","용마산로5길","202410~202608","신규","-","","","단독다가구"
"211","서울특별시 광진구 중곡동","1**","8m미만","40.00","월세","202408","31","10,000","50","1997","긴고랑로26길","202410~202610","신규","-","","","단독다가구"
"212","서울특별시 동대문구 회기동","6*","8m미만","18.00","월세","202408","31","1,000","60","","회기로","202409~202509","신규","-","","","단독다가구"
"213","서울특별시 도봉구 창동","6**","8m미만","51.93","전세","202408","31","15,000","0","1997","도봉로108길","202410~202610","신규","-","","","단독다가구"
"214","서울특별시 도봉구 창동","6**","8m미만","42.90","월세","202408","31","1,000","37","1976","도봉로110길","202410~202610","신규","-","","","단독다가구"
"215","서울특별시 중구 신당동","3**","8m미만","60.00","전세","202408","31","25,000","0","1994","동호로20길","202411~202611","신규","-","","","단독다가구"
"216","서울특별시 은평구 구산동","1**","8m미만","18.70","월세","202408","31","1,000","70","","갈현로11길","202409~202609","신규","-","","","단독다가구"
"217","서울특별시 은평구 구산동","*","8m미만","38.56","월세","202408","31","1,000","50","","서오릉로","202410~202610","신규","-","","","단독다가구"
"218","경기도 수원시 팔달구 매향동","1**","8m미만","85.00","월세","202408","31","200","25","1993","창룡대로","202408~202608","신규","-","","","단독다가구"
"219","서울특별시 성북구 정릉동","6**","8m미만","15.00","월세","202408","31","500","48","1996","솔샘로3길","202409~202512","신규","-","","","단독다가구"
"220","서울특별시 광진구 중곡동","1**","8m미만","32.93","전세","202408","31","9,000","0","1992","긴고랑로7길","202410~202610","신규","-","","","단독다가구"
"221","경상북도 포항시 남구 오천읍 원리","9**","12m미만","35.00","월세","202408","31","300","35","2013","냉천로320번길","-","-","-","","","단독다가구"
"222","경상북도 포항시 남구 오천읍 원리","9**","12m미만","28.95","월세","202408","31","100","30","2009","냉천로298번길","202408~202411","신규","-","","","단독다가구"
"223","경상북도 포항시 남구 오천읍 원리","9**","12m미만","35.00","월세","202408","31","300","35","2013","냉천로320번길","202408~202508","신규","-","","","단독다가구"
"224","충청남도 천안시 서북구 두정동","6**","12m미만","21.00","월세","202408","31","500","37","","늘푸른4길","202408~202508","신규","-","","","단독다가구"
"225","경기도 성남시 분당구 정자동","5*","12m미만","57.00","월세","202408","31","16,000","20","1996","느티로77번길","202410~202610","신규","-","","","단독다가구"
"226","서울특별시 동대문구 전농동","6**","8m미만","56.21","월세","202408","31","3,500","80","1996","서울시립대로2길","202410~202610","신규","-","","","단독다가구"
"227","경기도 성남시 수정구 고등동","5**","12m미만","41.05","월세","202408","31","5,000","94","2019","청계산로3길","202410~202610","신규","-","","","단독다가구"
"228","경기도 성남시 수정구 시흥동","1**","8m미만","77.10","전세","202408","31","23,000","0","2000","대왕판교로972번길","202410~202610","신규","-","","","단독다가구"
"229","서울특별시 성북구 종암동","*","8m미만","30.00","월세","202408","31","1,000","130","2002","종암로14길","202409~202509","신규","-","","","단독다가구"
"230","서울특별시 성북구 종암동","1**","8m미만","34.92","전세","202408","31","10,000","0","1997","종암로19길","202411~202611","갱신","사용","10,000","0","단독다가구"
"231","서울특별시 성북구 종암동","*","8m미만","13.64","월세","202408","31","300","38","1998","종암로14길","202408~202508","신규","-","","","단독다가구"
"232","충청북도 청주시 청원구 우암동","2*","8m미만","20.00","월세","202408","31","200","35","","수동로42번길","202409~202508","신규","-","","","단독다가구"
"233","경기도 고양시 덕양구 용두동","4**","8m미만","135.22","전세","202408","31","10,000","0","1996","서오릉로532번길","202410~202610","신규","-","","","단독다가구"
"234","서울특별시 은평구 갈현동","4**","8m미만","28.00","전세","202408","31","10,500","0","1996","갈현로","202409~202609","신규","-","","","단독다가구"
"235","서울특별시 은평구 갈현동","2**","8m미만","67.04","월세","202408","31","13,000","40","","갈현로33길","202409~202609","신규","-","","","단독다가구"
"236","서울특별시 종로구 사직동","3**","8m미만","66.12","전세","202408","31","18,500","0","","경희궁3나길","202409~202609","신규","-","","","단독다가구"
"237","서울특별시 종로구 창신동","2*","8m미만","30.56","월세","202408","31","3,000","65","1989","지봉로11길","202409~202609","신규","-","","","단독다가구"
"238","서울특별시 종로구 창신동","1**","8m미만","25.00","월세","202408","31","300","37","1973","창신6가길","202408~202608","신규","-","","","단독다가구"
"239","서울특별시 종로구 창신동","1**","8m미만","84.95","전세","202408","31","14,000","0","2003","창신6가길","202410~202610","신규","-","","","단독다가구"
"240","충청북도 청주시 청원구 오창읍 주성리","4**","12m미만","25.00","월세","202408","31","300","40","2018","주성2길","202409~202508","신규","-","","","단독다가구"
"241","서울특별시 은평구 갈현동","5**","8m미만","34.74","월세","202408","31","1,000","45","1989","갈현로25길","202410~202610","신규","-","","","단독다가구"
"242","경상북도 포항시 북구 창포동","7**","-","42.00","월세","202408","31","300","30","2013","새천년대로1001번길","202409~202509","신규","-","","","단독다가구"
"243","서울특별시 동대문구 회기동","1**","8m미만","45.00","월세","202408","31","800","80","1991","회기로12길","202408~202508","신규","-","","","단독다가구"
"244","서울특별시 중랑구 면목동","1**","8m미만","23.12","전세","202408","31","13,500","0","2018","겸재로10길","202410~202610","갱신","-","13,500","0","단독다가구"
