"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"139","부산광역시 연제구 연산동","2341","2341","0000","연제롯데캐슬데시앙","84.9000","202408","31","69,500","101","28","개인","개인","2018","월드컵대로 55","-","중개거래","부산 연제구","24.11.19"
"140","부산광역시 연제구 연산동","2362","2362","0000","시청역비스타동원","84.9972","202408","31","62,000","104동","12","개인","개인","2019","연제로 30","-","중개거래","부산 연제구","24.11.29"
"141","부산광역시 연제구 연산동","243-18","0243","0018","연산엘지","84.9900","202408","31","31,000","109","9","개인","개인","1999","고분로 200","-","중개거래","부산 연제구","24.10.18"
"142","부산광역시 부산진구 개금동","796","0796","0000","개금롯데캐슬","84.9542","202408","31","44,500","101","11","개인","개인","2010","개금온정로 10","-","중개거래","부산 부산진구","24.11.08"
"143","서울특별시 구로구 개봉동","335-1","0335","0001","동인","71.3800","202408","31","38,000","-","11","개인","개인","1989","서해안로34가길 22","-","중개거래","서울 구로구","24.11.08"
"144","서울특별시 구로구 개봉동","478","0478","0000","한진","84.9600","202408","31","62,000","107","2","개인","개인","2000","개봉로3길 87","-","중개거래","서울 구로구","24.12.05"
"145","서울특별시 구로구 개봉동","481","0481","0000","현대","84.9900","202408","31","79,500","112","7","개인","개인","2001","개봉로20길 6","-","중개거래","서울 구로구","24.11.07"
"146","서울특별시 구로구 개봉동","480","0480","0000","현대홈타운","59.4900","202408","31","64,500","209","11","개인","개인","2001","개봉로20길 158","-","중개거래","서울 구로구","24.11.29"
"147","서울특별시 은평구 수색동","416-1","0416","0001","진흥엣세벨","57.5033","202408","31","59,900","106","1","개인","개인","2003","은평터널로 60","-","중개거래","서울 마포구, 서울 은평구","24.09.02"
"148","서울특별시 노원구 중계동","598","0598","0000","한화꿈에그린","84.9020","202408","31","79,000","107","1","개인","개인","2005","중계로8길 29","-","중개거래","서울 노원구","24.12.20"
"149","서울특별시 노원구 중계동","502-1","0502","0001","중계그린1단지","39.7800","202408","31","41,900","104","10","개인","개인","1990","동일로207길 18","-","중개거래","서울 노원구","24.10.11"
"150","서울특별시 노원구 중계동","362-1","0362","0001","주공8","49.7200","202408","31","53,000","805","12","개인","개인","1993","한글비석로5길 62","-","중개거래","서울 노원구","24.11.15"
"151","서울특별시 양천구 신정동","329","0329","0000","목동신시가지14","129.3300","202408","31","246,000","1408","14","개인","개인","1987","목동동로 130","-","중개거래","서울 양천구","24.10.24"
"152","서울특별시 양천구 신정동","314","0314","0000","목동신시가지8","54.9400","202408","31","139,000","811","12","개인","개인","1987","목동서로 280","-","중개거래","서울 양천구","24.12.13"
"153","서울특별시 양천구 신정동","733-31","0733","0031","수정","48.8700","202408","31","39,000","-","4","개인","개인","1987","신정로13길 35","20241023","직거래","-","-"
"154","서울특별시 노원구 중계동","361-1","0361","0001","롯데우성","115.2600","202408","31","127,000","109","8","개인","개인","1993","노원로22길 34","-","중개거래","서울 노원구","24.11.22"
"155","서울특별시 노원구 중계동","366","0366","0000","신동아(366)","115.3500","202408","31","132,000","112","9","개인","개인","1993","중계로 184","-","중개거래","서울 노원구","25.04.11"
"156","서울특별시 노원구 중계동","512","0512","0000","중계무지개","49.5400","202408","31","51,000","203","12","개인","개인","1991","동일로208길 19","-","중개거래","서울 노원구","24.11.29"
"157","서울특별시 노원구 중계동","505","0505","0000","상아","72.7300","202408","31","70,000","17","3","개인","개인","1989","섬밭로 265","-","중개거래","서울 노원구","24.10.30"
"158","서울특별시 노원구 중계동","137-39","0137","0039","정진아트리움","84.9500","202408","31","51,000","정진아트리움","10","개인","개인","2008","덕릉로 721","-","중개거래","서울 노원구","24.10.21"
"159","서울특별시 노원구 중계동","137-39","0137","0039","정진아트리움","84.9500","202408","31","51,000","-","10","개인","개인","2008","덕릉로 721","20240925","중개거래","서울 노원구","-"
"160","서울특별시 성동구 행당동","347","0347","0000","대림e-편한세상","84.8700","202408","31","134,000","115","6","개인","개인","2000","행당로 79","-","중개거래","서울 성동구","24.10.11"
"161","서울특별시 성동구 행당동","344","0344","0000","신동아","59.9700","202408","31","90,200","8","6","개인","개인","1995","독서당로 441","-","중개거래","서울 성동구","24.11.18"
"162","서울특별시 성동구 행당동","349","0349","0000","서울숲 한신 더 휴","84.9500","202408","31","140,000","115","19","개인","개인","2003","고산자로 164","-","중개거래","서울 성동구","25.01.20"
"163","서울특별시 양천구 신정동","1273","1273","0000","신정현대5","114.2400","202408","31","107,000","503","10","개인","개인","1999","신정로 300","-","중개거래","서울 양천구","24.11.29"
"164","서울특별시 양천구 신정동","1259","1259","0000","신트리1","49.9500","202408","31","61,500","109","9","개인","개인","1999","신정로 293","-","중개거래","서울 양천구","24.10.16"
"165","서울특별시 양천구 신정동","1277","1277","0000","신트리4","59.7300","202408","31","63,800","401","14","개인","개인","2000","신정로 260","-","중개거래","서울 양천구","24.11.29"
"166","서울특별시 양천구 신정동","1277","1277","0000","신트리4","59.7300","202408","31","67,000","401","10","개인","개인","2000","신정로 260","-","중개거래","서울 양천구","24.11.15"
"167","부산광역시 부산진구 부암동","48-3","0048","0003","타워베르빌","84.9710","202408","31","25,900","-","12","개인","개인","2005","시민공원로19번길 65","-","중개거래","부산 부산진구","24.10.31"
"168","부산광역시 부산진구 부암동","304-1","0304","0001","마제스타워서면","84.9900","202408","31","31,500","102","30","개인","개인","2008","동평로 197","-","중개거래","부산 부산진구","24.10.28"
"169","부산광역시 남구 용호동","179-9","0179","0009","용호동일신님(林)Ⅱ","59.9653","202408","31","30,000","204","10","개인","개인","2006","용호로 38-17","-","중개거래","부산 남구","24.09.30"
"170","부산광역시 영도구 봉래동3가","91-2","0091","0002","성우펠리체리움","84.5652","202408","31","28,500","-","8","개인","개인","2015","대교로2번길 15","-","중개거래","부산 영도구","24.09.30"
"171","부산광역시 남구 용호동","954","0954","0000","더블유","99.4663","202408","31","134,000","에이동","53","개인","개인","2018","분포로 145","-","중개거래","부산 남구","24.12.30"
"172","부산광역시 부산진구 부암동","657","0657","0000","백양산삼정그린코아","59.9539","202408","31","15,300","101","2","개인","개인","2012","용사촌로 52-16","-","중개거래","부산 부산진구","24.09.13"
"173","서울특별시 구로구 항동","241","0241","0000","한양수자인에듀힐즈","76.9519","202408","31","82,000","503동","11","개인","개인","2019","항동로 42","-","중개거래","서울 구로구","25.01.15"
"174","서울특별시 구로구 항동","233","0233","0000","현대홈타운스위트","84.9804","202408","31","64,000","103","4","개인","개인","2004","연동로13길 25","-","중개거래","서울 구로구","24.12.06"
"175","서울특별시 양천구 신정동","87-39","0087","0039","유원목동","84.9800","202408","31","117,000","102","1","개인","개인","1990","신목로 77","-","중개거래","서울 양천구","24.11.18"
"176","서울특별시 성동구 응봉동","98","0098","0000","금호현대","79.8000","202408","31","100,500","109","2","개인","개인","1990","독서당로 377","-","중개거래","서울 성동구","24.11.29"
"177","서울특별시 성동구 응봉동","97","0097","0000","대림(2차)","84.5300","202408","31","105,000","102","3","개인","개인","1989","독서당로 431","-","중개거래","서울 성동구","24.11.29"
"178","서울특별시 성동구 응봉동","15","0015","0000","대림강변타운","84.4200","202408","31","152,700","105","14","개인","개인","2001","고산자로 160","-","중개거래","서울 성동구","24.11.29"
"179","서울특별시 성동구 응봉동","275","0275","0000","신동아","59.9700","202408","31","80,000","1","6","개인","개인","1996","독서당로 375","-","중개거래","서울 성동구","24.12.20"
"180","부산광역시 남구 용호동","980","0980","0000","데시앙해링턴플레이스파크시티","59.9725","202408","31","37,800","104동","4","개인","개인","2023","용주로 36","-","중개거래","부산 남구","24.10.15"
"181","서울특별시 양천구 신정동","1303","1303","0000","대림e-편한세상","109.9050","202408","31","116,000","105","14","개인","개인","2004","신정로13길 38","-","중개거래","서울 양천구","25.01.31"
"182","부산광역시 동구 좌천동","1176","1176","0000","부산항일동미라주더오션(1지구)","73.6399","202408","31","43,000","102","25","개인","개인","2021","자성로 6","-","중개거래","부산 동구","24.10.10"
"183","서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","59.9935","202408","31","91,000","106","20","개인","개인","2016","벚꽃로 40","-","중개거래","서울 금천구","24.12.19"
"184","서울특별시 금천구 독산동","1147","1147","0000","금천롯데캐슬골드파크1차","59.9384","202408","31","96,000","107","22","개인","개인","2016","벚꽃로 40","-","중개거래","서울 금천구","25.01.08"
"185","부산광역시 사하구 장림동","16","0016","0000","신세대지큐빌","49.1400","202408","31","10,250","102","10","개인","개인","2003","다대로277번길 85","-","중개거래","부산 사하구","24.10.04"
"186","부산광역시 동구 초량동","1165-11","1165","0011","부산역유림줄리엣","16.7238","202408","31","5,500","1","13","개인","개인","2014","중앙대로274번길 7-3","-","중개거래","부산 동구","24.09.10"
"187","서울특별시 중구 만리동2가","273","0273","0000","서울역센트럴자이","59.9808","202408","31","145,000","105","4","개인","개인","2017","만리재로 175","-","중개거래","서울 중구","24.11.28"
"188","서울특별시 금천구 시흥동","1026","1026","0000","남서울힐스테이트","59.8170","202408","31","80,000","106","3","개인","개인","2014","시흥대로 165","-","중개거래","서울 금천구","24.11.29"
"189","서울특별시 영등포구 영등포동","647","0647","0000","영등포푸르지오","73.1330","202408","31","100,000","211","1","개인","개인","2002","도신로29길 28","-","중개거래","서울 영등포구","25.01.03"
"190","서울특별시 성동구 금호동2가","1217","1217","0000","래미안하이리버","84.9800","202408","31","150,000","104","13","개인","개인","2012","금호로 107","-","중개거래","서울 성동구","24.12.23"
"191","서울특별시 영등포구 영등포동1가","92-3","0092","0003","여의도이튼브라운","18.8900","202408","31","27,000","-","3","개인","개인","2022","경인로114길 6","-","중개거래","서울 영등포구","25.01.17"
"192","서울특별시 영등포구 여의도동","40","0040","0000","장미","133.6900","202408","31","250,000","비","4","개인","개인","1978","국제금융로7길 32","-","중개거래","서울 영등포구","24.09.30"
"193","부산광역시 사하구 신평동","400","0400","0000","현대","59.9700","202408","31","15,900","101","3","개인","개인","1994","하신중앙로 170","-","중개거래","부산 사하구, 부산 연제구","24.10.17"
"194","서울특별시 노원구 상계동","1276","1276","0000","청암2단지","49.7700","202408","31","41,400","202","5","개인","개인","2001","덕릉로94가길 20","-","중개거래","서울 노원구","24.11.13"
"195","서울특별시 노원구 상계동","691","0691","0000","상계주공7(고층)","41.3000","202408","31","49,000","712","8","개인","개인","1988","동일로 1456","-","중개거래","서울 노원구","24.11.14"
"196","서울특별시 노원구 상계동","691","0691","0000","상계주공7(고층)","58.0100","202408","31","65,000","718","1","개인","개인","1988","상계로1길 92","-","중개거래","서울 노원구","24.12.06"
"197","서울특별시 노원구 상계동","1255","1255","0000","은빛1단지","39.7000","202408","31","31,700","107","11","개인","개인","1998","동일로245길 162","-","중개거래","서울 노원구","24.10.23"
