"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-08-01 ~ 2024-08-31"
"실거래구분 : 단독다가구(매매)"
"주소구분 : 지번주소"
"시도 : 전체"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","주택유형","도로조건","연면적(㎡)","대지면적(㎡)","계약년월","계약일","거래금액(만원)","매수","매도","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"166","경상남도 밀양시 내이동","1***","단독","25m미만","98.25","93.50","202408","30","19,000","개인","개인","2016","시청로","20240923","중개거래","경남 밀양시"
"167","서울특별시 강동구 둔촌동","7*","단독","8m미만","152.91","104.00","202408","30","126,000","개인","개인","1988","풍성로65길","-","중개거래","서울 강동구"
"168","충청남도 보령시 내항동","1**","단독","8m미만","75.79","380.00","202408","30","17,400","개인","개인","2015","녹문1길","-","중개거래","충남 보령시"
"169","광주광역시 북구 운암동","4**","단독","8m미만","128.21","175.10","202408","30","14,000","개인","개인","1979","비엔날레로3번길","-","중개거래","광주 북구"
"170","대전광역시 서구 탄방동","1***","다가구","12m미만","464.63","220.20","202408","30","51,000","개인","개인","1998","남선로60번길","-","중개거래","대전 서구"
"171","충청남도 태안군 이원면 사창리","7**","단독","8m미만","177.84","349.00","202408","30","23,000","개인","개인","2004","태포길","-","직거래","-"
"172","경상북도 경주시 내남면 이조리","1***","다가구","12m미만","620.40","332.00","202408","30","73,000","개인","개인","2016","이조중앙길","-","직거래","-"
"173","충청북도 옥천군 청산면 예곡리","1**","단독","8m미만","82.96","648.00","202408","30","13,000","개인","개인","1994","예곡2길","-","중개거래","충북 보은군"
"174","강원특별자치도 인제군 인제읍 상동리","3*","다가구","8m미만","84.89","453.00","202408","30","19,612","개인","개인","1900","인제로231번길","-","직거래","-"
"175","강원특별자치도 횡성군 청일면 갑천리","1***","단독","8m미만","98.12","660.00","202408","30","11,943","개인","개인","2011","갑천로","-","중개거래","강원 횡성군"
"176","경상북도 경주시 감포읍 오류리","1**","다가구","8m미만","324.17","363.00","202408","30","115,519","개인","법인","2023","연동길","-","직거래","-"
"177","경상북도 경주시 감포읍 오류리","1**","다가구","8m미만","324.17","344.00","202408","30","115,388","개인","법인","2023","연동길","-","직거래","-"
"178","경상남도 김해시 외동","1***","단독","12m미만","151.20","264.20","202408","30","27,371","법인","개인","1998","함박로11번길","-","직거래","-"
"179","서울특별시 성북구 장위동","2**","단독","8m미만","94.57","188.00","202408","30","73,000","개인","개인","1976","돌곶이로37길","-","중개거래","서울 성북구"
"180","대구광역시 북구 산격동","1***","단독","8m미만","46.61","100.80","202408","30","10,500","개인","개인","1971","연암로2길","-","직거래","-"
"181","충청북도 제천시 신백동","2**","단독","12m미만","132.36","175.00","202408","30","7,000","개인","개인","1982","신백로","-","직거래","-"
"182","경기도 성남시 수정구 태평동","2***","단독","8m미만","119.25","63.50","202408","30","39,000","개인","개인","1988","남문로115번길","-","중개거래","경기 성남시 수정구"
"183","경기도 평택시 안중읍 현화리","8**","다가구","12m미만","340.95","184.90","202408","30","62,500","개인","개인","2011","안중로8번길","-","중개거래","경기 평택시"
"184","강원특별자치도 횡성군 강림면 월현리","1***","단독","8m미만","111.82","330.00","202408","30","17,800","개인","개인","2017","주천강로","-","중개거래","강원 횡성군"
"185","경상남도 산청군 시천면 중산리","3**","단독","8m미만","36.37","370.00","202408","30","9,000","개인","개인","1955","지리산대로","-","중개거래","경남 산청군"
"186","경상북도 상주시 화북면 입석리","1**","단독","8m미만","110.16","330.00","202408","30","7,000","개인","개인","1996","입석3길","-","중개거래","충북 괴산군"
"187","전라남도 강진군 강진읍 동성리","2**","단독","8m미만","79.34","234.00","202408","30","16,000","개인","개인","1970","고내길","-","직거래","-"
"188","전라남도 나주시 금계동","7*","단독","12m미만","82.98","690.00","202408","30","40,000","개인","개인","1910","금남길","-","직거래","-"
"189","전라남도 순천시 장천동","3**","단독","12m미만","118.24","90.00","202408","30","3,500","개인","개인","1986","강남1길","20240919","직거래","-"
"190","충청남도 부여군 규암면 규암리","8*","단독","8m미만","135.20","387.00","202408","30","8,911","법인","법인","1947","자온로","-","직거래","-"
"191","충청남도 보령시 동대동","7**","단독","8m미만","33.30","59.30","202408","30","2,750","개인","개인","1991","신평로","20240919","중개거래","충남 보령시"
"192","경상북도 문경시 점촌동","3**","단독","25m미만","82.64","188.00","202408","30","8,000","개인","개인","1979","돈달로","-","중개거래","경북 문경시"
"193","서울특별시 성동구 금호동3가","3*","단독","8m미만","30.19","53.60","202408","30","58,000","개인","개인","1985","무수막길","-","중개거래","서울 성동구"
"194","부산광역시 연제구 거제동","6**","단독","12m미만","62.06","36.00","202408","30","21,600","법인","개인","1999","화지로","-","직거래","-"
"195","경기도 하남시 망월동","9**","단독","25m미만","479.97","262.00","202408","30","250,000","개인","개인","2016","미사강변한강로224번길","-","중개거래","경기 하남시"
"196","충청북도 청주시 흥덕구 강내면 석화리","1**","단독","8m미만","185.37","505.80","202408","30","42,500","개인","개인","2014","강내석화1길","-","직거래","-"
"197","경기도 화성시 남양읍 북양리","3**","단독","8m미만","97.68","579.00","202408","30","53,000","개인","개인","2014","화성로1424번길","-","중개거래","경기 화성시"
"198","강원특별자치도 평창군 봉평면 원길리","4**","단독","8m미만","74.00","496.00","202408","30","10,000","개인","개인","1999","북길동길","-","직거래","-"
"199","경상남도 진주시 집현면 장흥리","3**","단독","8m미만","88.04","311.00","202408","30","6,500","개인","개인","1949","신당길","-","직거래","-"
"200","충청북도 단양군 매포읍 평동리","6**","단독","25m미만","66.12","228.00","202408","30","9,500","법인","개인","2005","평동33길","-","중개거래","충북 단양군"
"201","제주특별자치도 서귀포시 호근동","1***","단독","8m미만","80.52","170.00","202408","30","17,000","개인","개인","2018","호근로","20240911","중개거래","제주 서귀포시"
"202","제주특별자치도 서귀포시 호근동","1***","단독","8m미만","80.52","170.00","202408","30","17,000","개인","개인","2018","호근로","-","중개거래","제주 서귀포시"
"203","제주특별자치도 서귀포시 호근동","1***","단독","8m미만","84.81","423.00","202408","30","27,000","개인","개인","1981","호근로","-","중개거래","제주 서귀포시"
"204","서울특별시 관악구 남현동","1***","다가구","8m미만","198.19","154.90","202408","30","156,843","공공기관","개인","1992","남현2길","-","직거래","-"
"205","전라남도 여수시 광무동","3**","단독","8m미만","97.79","139.00","202408","30","8,500","개인","개인","2001","봉강4길","-","직거래","-"
"206","부산광역시 금정구 두구동","4**","단독","8m미만","94.38","177.00","202408","30","40,000","개인","개인","2017","수내2길","-","중개거래","부산 금정구"
"207","부산광역시 해운대구 재송동","1***","단독","8m미만","227.20","188.20","202408","30","57,000","개인","개인","1989","해운대로81번가길","-","직거래","-"
"208","전북특별자치도 남원시 금지면 상신리","2**","단독","8m미만","109.15","638.00","202408","30","12,600","개인","개인","1998","금지상신길","-","중개거래","전북 남원시"
"209","경기도 이천시 장호원읍 이황리","5**","단독","8m미만","160.24","879.00","202408","30","19,000","개인","개인","1978","경충대로","-","직거래","-"
"210","경기도 시흥시 정왕동","1***","다가구","12m미만","356.07","205.70","202408","30","66,000","개인","개인","2001","큰솔로56번길","-","중개거래","경기 시흥시"
"211","전북특별자치도 부안군 동진면 증산리","1**","단독","8m미만","108.34","767.00","202408","30","1,700","개인","개인","1995","증산길","-","직거래","-"
"212","경상북도 경산시 진량읍 상림리","1**","다가구","8m미만","444.48","295.00","202408","30","38,000","개인","개인","2003","상림1길","-","직거래","-"
"213","충청북도 청주시 상당구 남주동","6*","단독","8m미만","42.98","175.20","202408","30","18,277","개인","개인","1942","남사로112번길","-","직거래","-"
"214","경상북도 상주시 화개동","2**","단독","8m미만","49.89","143.30","202408","30","12,500","개인","개인","2019","화개길","-","직거래","-"
"215","부산광역시 동구 범일동","1***","단독","12m미만","91.44","46.00","202408","30","12,100","개인","개인","1981","성북로","-","직거래","-"
"216","강원특별자치도 원주시 부론면 단강리","1***","단독","8m미만","80.00","493.00","202408","30","14,500","개인","개인","1964","섬뜰작실길","-","중개거래","강원 원주시"
"217","광주광역시 광산구 동산동","6**","단독","8m미만","114.22","294.00","202408","30","5,000","개인","개인","1996","동산길103번길","-","직거래","-"
"218","경기도 부천시 원미구 역곡동","2*","단독","12m미만","198.90","173.10","202408","30","62,000","개인","개인","1989","지봉로51번길","-","중개거래","경기 부천시 원미구"
"219","서울특별시 강북구 미아동","5*","단독","8m미만","130.06","76.00","202408","30","54,000","개인","개인","1988","오현로6길","-","중개거래","서울 강북구"
"220","경상북도 안동시 안기동","2**","단독","8m미만","84.34","167.00","202408","30","10,000","개인","개인","1975","마지락2길","-","직거래","-"
"221","경상남도 창원시 진해구 인사동","*","단독","8m미만","49.59","97.50","202408","30","3,700","개인","개인","1971","인사로6번길","-","직거래","-"
"222","경기도 부천시 원미구 심곡동","4*","단독","8m미만","197.28","118.00","202408","30","40,000","개인","개인","1986","부천로147번길","-","중개거래","경기 부천시 원미구"
"223","충청남도 부여군 규암면 내리","1**","단독","8m미만","97.92","575.00","202408","30","8,580","개인","개인","1994","내동로50번길","-","직거래","-"
"224","전라남도 고흥군 점암면 천학리","6**","단독","8m미만","30.40","149.00","202408","30","1,500","개인","개인","2004","구천거북길","-","직거래","-"
"225","광주광역시 남구 월산동","9**","단독","8m미만","134.97","152.40","202408","30","9,600","개인","개인","1978","금화로446번가길","-","중개거래","광주 남구"
"226","경상북도 예천군 용문면 하금곡리","4**","단독","8m미만","99.99","615.00","202408","30","12,450","개인","개인","2013","여각길","-","중개거래","경북 예천군"
"227","경상남도 남해군 남해읍 선소리","1**","단독","8m미만","47.95","180.90","202408","30","2,700","개인","개인","1988","선소로149번길","-","중개거래","경남 남해군"
"228","경기도 용인시 기흥구 공세동","4**","다가구","8m미만","433.17","367.00","202408","30","92,000","개인","개인","2012","한일로21번길","-","중개거래","서울 강남구"
"229","경상남도 양산시 동면 사송리","1***","단독","-","199.76","263.10","202408","30","60,000","개인","개인","2024","사송로","-","중개거래","경남 양산시"
"230","인천광역시 강화군 양도면 조산리","6*","단독","8m미만","90.37","317.00","202408","30","24,000","개인","개인","2018","강화남로468번길","-","중개거래","인천 강화군"
"231","부산광역시 동래구 사직동","1*","단독","8m미만","91.05","95.90","202408","30","25,000","개인","개인","1998","석사북로","-","중개거래","부산 동래구"
"232","충청북도 단양군 매포읍 평동리","6**","단독","25m미만","66.12","228.00","202408","30","9,500","법인","개인","2005","평동33길","20240910","중개거래","충북 단양군"
"233","인천광역시 강화군 길상면 선두리","9**","단독","8m미만","126.41","515.00","202408","30","49,500","개인","개인","2020","해안남로","-","직거래","-"
"234","전북특별자치도 익산시 함라면 신등리","3**","단독","8m미만","61.31","555.00","202408","30","7,940","개인","개인","1944","진산길","-","중개거래","전북 익산시"
